Time,Surge Speed,Sway Speed,Yaw Rate,Heading,x,y,Rudder Angle,Wind Direction,Wind Speed
0.0,5.406486131930495,0.005148617293631535,-0.0001898763002827304,-0.022766120731827044,854.6676098644443,-7.581082633220106,0.0,0.7853981633974483,1.02889
1.0,5.406385014491084,0.005401792925860953,-0.0001860919249285206,-0.022954392739952034,860.072799538824,-7.699422862817073,0.0,0.7853981633974483,1.02889
2.0,5.406382321765921,0.005194835149966073,-0.00018812922558826165,-0.023141946314881423,865.4779078339285,-7.818729489277132,0.0,0.7853981633974483,1.02889
3.0,5.406425377319192,0.0052184463481834455,-0.0001864341936786596,-0.023329894441888932,870.8830168755968,-7.939154175206994,0.0,0.7853981633974483,1.02889
4.0,5.406515190922827,0.005142782754471927,-0.00018769617086306122,-0.023517232059550253,876.2881736635345,-8.060683341613796,0.0,0.7853981633974483,1.02889
5.0,5.406527476481348,0.005188498683172632,-0.00018783878733619053,-0.023705011124124375,881.693365876149,-8.183162712455172,0.0,0.7853981633974483,1.02889
6.0,5.406445152019557,0.005254227922328417,-0.00018485682941152254,-0.023891477352559143,887.0984925466446,-8.306636639215682,0.0,0.7853981633974483,1.02889
7.0,5.406420805296247,0.005382040029388618,-0.00018330525199420738,-0.02407598353046314,892.5035366896446,-8.431007197728192,0.0,0.7853981633974483,1.02889
8.0,5.40649090029799,0.0051558410909417285,-0.0001869328561416663,-0.02426124758579462,897.9085837516841,-8.55639932132506,0.0,0.7853981633974483,1.02889
9.0,5.406529131385346,0.005009770776664457,-0.00018862951786590736,-0.024449670796888867,903.3136687923907,-8.683032054310559,0.0,0.7853981633974483,1.02889
10.0,5.406493593023102,0.005165996141342877,-0.0001894186083089901,-0.02463823819862032,908.7187294175797,-8.810599858820439,0.0,0.7853981633974483,1.02889
11.0,5.406411717348879,0.005267061454138929,-0.00019164118823347486,-0.02482919099137426,914.1237063665824,-8.939139875491307,0.0,0.7853981633974483,1.02889
12.0,5.406316406098077,0.0050720638493713405,-0.00019238044949497282,-0.025022069649661915,919.52856515297,-9.068727280881589,0.0,0.7853981633974483,1.02889
13.0,5.406316209753528,0.004869313675665641,-0.00019441110763346949,-0.02521586955032351,924.9333369449803,-9.199598605071728,0.0,0.7853981633974483,1.02889
14.0,5.406388520643628,0.004884639178010076,-0.00019608560593468308,-0.025411625666643012,930.3381242988113,-9.33163156460013,0.0,0.7853981633974483,1.02889
15.0,5.406420973591612,0.005250147637297272,-0.0001917071289533439,-0.02560547520132772,935.742947014128,-9.46448199615763,0.0,0.7853981633974483,1.02889
16.0,5.406443244672588,0.005361235040624423,-0.00019229870025919805,-0.025796763051081584,941.1477764781647,-9.598101523552586,0.0,0.7853981633974483,1.02889
17.0,5.40640363917339,0.005035391849444741,-0.00019385427003725878,-0.025989457964891827,946.552579421828,-9.732750810001079,0.0,0.7853981633974483,1.02889
18.0,5.406364903200095,0.004857762683495257,-0.00019222526444700428,-0.026181371663414055,951.9572919850125,-9.86878594845075,0.0,0.7853981633974483,1.02889
19.0,5.406417691832801,0.004897031098952913,-0.0001922594734317688,-0.026373087264150108,957.3619841602873,-10.005938235976842,0.0,0.7853981633974483,1.02889
20.0,5.406472135369556,0.005204283299750371,-0.0001901994700721618,-0.026563839877359108,962.7667249761105,-10.14381971433113,0.0,0.7853981633974483,1.02889
21.0,5.406471826828115,0.005061471735140116,-0.00019030676134311074,-0.026754417511467565,968.1714717781707,-10.282735146564335,0.0,0.7853981633974483,1.02889
22.0,5.4064479849907965,0.0047374148191065505,-0.0001952846317127033,-0.02694663569768707,973.5761637054019,-10.422903776044691,0.0,0.7853981633974483,1.02889
23.0,5.40637968513923,0.004883625872534008,-0.0001954679730047474,-0.02714196044732997,978.9807807730984,-10.564237832236572,0.0,0.7853981633974483,1.02889
24.0,5.406352842035306,0.005066452334401903,-0.000193424141959009,-0.027335897964585243,984.3853170377984,-10.706451479738462,0.0,0.7853981633974483,1.02889
25.0,5.4064296688498805,0.00533102698899874,-0.0001961040646112108,-0.02753009395126238,989.7898642041329,-10.849419882403438,0.0,0.7853981633974483,1.02889
26.0,5.406452388718429,0.005234814081768614,-0.0001971179213689784,-0.02772702178095443,995.1944516488132,-10.993377414445689,0.0,0.7853981633974483,1.02889
27.0,5.406399796430219,0.004901397792825668,-0.00019668003112786664,-0.02792357412330304,1000.5989734304392,-11.138650770526013,0.0,0.7853981633974483,1.02889
28.0,5.406381255895571,0.005070701791279473,-0.00019553037161721906,-0.02811976051066889,1006.0034256498241,-11.285126484122571,0.0,0.7853981633974483,1.02889
29.0,5.406399319593466,0.005202067493528454,-0.00019048734804313523,-0.028313101104952665,1011.4078567779035,-11.432448991264152,0.0,0.7853981633974483,1.02889
30.0,5.406495472320884,0.005117428916272502,-0.00019167765190906708,-0.028504157329304114,1016.8123123480208,-11.580870270175225,0.008028514243861633,0.7853981633974483,1.02889
31.0,5.406873744106775,0.014174297532572823,-0.00019587843117352773,-0.02869818469179819,1022.217143965868,-11.727123153346454,0.18256143261291824,0.7853981633974483,1.02889
32.0,5.403004774895401,0.033396921248386516,-0.00021529713857831965,-0.028902038384011952,1027.6211652475542,-11.859075359064462,0.357094350981979,0.7853981633974483,1.02889
33.0,5.3892452017949335,0.04766853418159856,-0.00026184177841026465,-0.029139150920160617,1033.0171337444608,-11.973960378374542,0.523598790168763,0.7853981633974483,1.02889
34.0,5.370372424116733,0.04956000486965789,-0.00031782302539759446,-0.029429547488693863,1038.3959354275637,-12.08210323637583,0.523598790168763,0.7853981633974483,1.02889
